"PersonNumber","FirstName","LastName","GenderAsString","ParlGroupName","PartyName","PartyAbbreviation","DateJoining","DateLeaving","DateElection","DateOath","DateResignation","DateOfBirth","DateOfDeath"
2162,"Pierre","Glasson","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1951-12-03T00:00:00","1971-11-28T00:00:00","1951-12-03T00:00:00","1951-12-03T00:00:00","1971-11-28T00:00:00","1907-04-28T00:00:00","1991-05-04T00:00:00"
2163,"Karl","Glatthard","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1967-12-04T00:00:00","1971-11-28T00:00:00","1967-12-04T00:00:00","1967-12-04T00:00:00","1971-11-28T00:00:00","1913-10-08T00:00:00","1982-06-11T00:00:00"
2164,"Adolf","Gloor","m","Groupe socialiste","Parti socialiste suisse","PSS","1939-12-04T00:00:00","1944-06-04T00:00:00","1939-12-04T00:00:00","1939-12-04T00:00:00","1944-06-04T00:00:00","1884-04-05T00:00:00","1944-06-04T00:00:00"
2165,"Ernest","Gloor","m","Groupe socialiste","Fédération socialiste suisse (VD-GE)","FSS","1931-12-01T00:00:00","1939-12-02T00:00:00","1931-10-25T00:00:00","1931-12-01T00:00:00","1941-06-12T00:00:00","1893-11-14T00:00:00","1964-05-30T00:00:00"
2166,"Walter","Gloor","m","Groupe socialiste","Parti socialiste suisse","PSS","1958-12-01T00:00:00","1967-12-03T00:00:00","1958-12-01T00:00:00","1958-12-01T00:00:00","1967-12-03T00:00:00","1904-12-20T00:00:00","1989-12-09T00:00:00"
2167,"Josef Anton","Glutz","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1896-12-07T00:00:00","1899-04-23T00:00:00","1896-12-07T00:00:00","1896-12-07T00:00:00","1899-04-23T00:00:00","1844-10-09T00:00:00","1899-04-23T00:00:00"
2168,"Dominik","Gmür","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1848-11-06T00:00:00","1851-11-30T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1851-11-30T00:00:00","1800-06-21T00:00:00","1867-01-07T00:00:00"
2169,"Leonhard","Gmür","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1864-07-04T00:00:00","1867-06-01T00:00:00","1864-07-04T00:00:00","1864-07-04T00:00:00","1867-06-01T00:00:00","1808-10-22T00:00:00","1877-08-12T00:00:00"
2170,"Gottfried","Gnägi","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1919-12-01T00:00:00","1939-02-24T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1939-02-24T00:00:00","1878-12-10T00:00:00","1939-02-24T00:00:00"
2171,"Rudolf","Gnägi","m",,"Union Démocratique du Centre","UDC","1976-01-01T00:00:00","1976-12-31T00:00:00","1965-12-08T00:00:00","1976-01-01T00:00:00","1976-12-31T00:00:00","1917-08-03T00:00:00","1985-04-20T00:00:00"
2172,"Albert","Gobat","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1890-12-01T00:00:00","1914-03-16T00:00:00","1890-12-01T00:00:00","1890-12-01T00:00:00","1914-03-16T00:00:00","1843-05-21T00:00:00","1914-03-16T00:00:00"
2173,"Maurice","Goetschel","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1917-12-03T00:00:00","1921-11-19T00:00:00","1917-12-03T00:00:00","1917-12-03T00:00:00","1921-11-19T00:00:00","1858-12-05T00:00:00","1921-11-19T00:00:00"
2174,"Paul","Golay","m","Groupe socialiste","Parti socialiste suisse","PSS","1925-07-01T00:00:00","1942-06-01T00:00:00","1925-07-01T00:00:00","1925-07-01T00:00:00","1942-06-01T00:00:00","1877-04-21T00:00:00","1951-06-22T00:00:00"
2175,"Donat L.","Golaz","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1894-03-25T00:00:00","1900-07-14T00:00:00","1894-03-25T00:00:00","1894-03-25T00:00:00","1900-07-14T00:00:00","1852-07-07T00:00:00","1900-07-14T00:00:00"
2176,"Karl Friedrich","Good","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1886-06-07T00:00:00","1896-10-19T00:00:00","1886-06-07T00:00:00","1886-06-07T00:00:00","1896-10-19T00:00:00","1841-09-08T00:00:00","1896-10-19T00:00:00"
2177,"Wilhelm","Good","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1878-12-02T00:00:00","1897-12-07T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1897-12-07T00:00:00","1830-11-01T00:00:00","1897-12-07T00:00:00"
2178,"Charles","Gorgerat","m","Groupe libéral","Parti libéral démocrate","PLD","1931-12-01T00:00:00","1943-12-05T00:00:00","1931-12-01T00:00:00","1931-12-01T00:00:00","1943-12-05T00:00:00","1879-10-30T00:00:00","1950-04-30T00:00:00"
2179,"Chr. Friedrich","Göttisheim","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1892-06-08T00:00:00","1896-07-12T00:00:00","1881-12-05T00:00:00","1881-12-05T00:00:00","1896-07-12T00:00:00","1837-03-28T00:00:00","1896-07-12T00:00:00"
2180,"Emil","Göttisheim","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1905-12-04T00:00:00","1919-11-01T00:00:00","1905-12-04T00:00:00","1905-12-04T00:00:00","1919-11-01T00:00:00","1863-06-16T00:00:00","1938-01-01T00:00:00"
2181,"Fr.-Xavier","Gottofrey","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1862-01-13T00:00:00","1862-05-01T00:00:00","1862-01-13T00:00:00","1862-01-13T00:00:00","1862-05-01T00:00:00","1802-09-09T00:00:00","1868-12-15T00:00:00"
2182,"Vincent","Gottofrey","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1898-12-05T00:00:00","1906-12-01T00:00:00","1898-12-05T00:00:00","1898-12-05T00:00:00","1906-12-01T00:00:00","1862-05-25T00:00:00","1919-07-21T00:00:00"
2183,"Jules-Edouard","Gottret","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1920-04-19T00:00:00","1947-11-30T00:00:00","1920-04-19T00:00:00","1920-04-19T00:00:00","1947-11-30T00:00:00","1865-06-16T00:00:00","1953-02-19T00:00:00"
2184,"Ernest-Paul","Graber","m","Groupe socialiste","Parti socialiste suisse","PSS","1930-12-02T00:00:00","1943-12-05T00:00:00","1912-06-03T00:00:00","1912-06-03T00:00:00","1943-12-05T00:00:00","1875-05-30T00:00:00","1956-07-30T00:00:00"
2185,"Pierre","Graber","m",,"Parti socialiste suisse","PSS","1975-01-01T00:00:00","1975-12-31T00:00:00","1969-12-10T00:00:00","1975-01-01T00:00:00","1975-12-31T00:00:00","1908-12-06T00:00:00","2003-07-19T00:00:00"
2186,"Adolphe","Graedel","m","Groupe socialiste","Parti socialiste suisse","PSS","1951-12-03T00:00:00","1963-12-01T00:00:00","1951-12-03T00:00:00","1951-12-03T00:00:00","1963-12-01T00:00:00","1902-09-26T00:00:00","1980-11-14T00:00:00"
2187,"Christian","Graf","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1873-07-07T00:00:00","1878-12-01T00:00:00","1873-07-07T00:00:00","1873-07-07T00:00:00","1878-12-01T00:00:00","1821-11-15T00:00:00","1898-07-19T00:00:00"
2188,"Emil","Graf","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1939-12-04T00:00:00","1947-11-30T00:00:00","1939-12-04T00:00:00","1939-12-04T00:00:00","1947-11-30T00:00:00","1890-02-25T00:00:00","1955-04-25T00:00:00"
2189,"Ernst Otto","Graf","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1919-12-01T00:00:00","1939-12-03T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1939-12-03T00:00:00","1877-01-15T00:00:00","1940-04-03T00:00:00"
2190,"Hermann","Graf","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1959-03-02T00:00:00","1963-12-01T00:00:00","1959-03-02T00:00:00","1959-03-02T00:00:00","1963-12-01T00:00:00","1893-07-30T00:00:00","1965-06-02T00:00:00"
2191,"Jakob B.","Graf","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1872-12-02T00:00:00","1887-01-10T00:00:00","1872-12-02T00:00:00","1872-12-02T00:00:00","1887-01-10T00:00:00","1824-07-24T00:00:00","1887-01-10T00:00:00"
2192,"Konrad","Graf","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1963-12-02T00:00:00","1979-11-25T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1979-11-25T00:00:00","1919-10-12T00:00:00","1996-06-04T00:00:00"
2193,"Eugène","Grand","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1930-06-03T00:00:00","1935-12-01T00:00:00","1930-06-03T00:00:00","1930-06-03T00:00:00","1935-12-01T00:00:00","1870-10-22T00:00:00","1937-03-27T00:00:00"
2194,"Louis","Grand","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1872-12-02T00:00:00","1902-11-30T00:00:00","1872-12-02T00:00:00","1872-12-02T00:00:00","1902-11-30T00:00:00","1843-12-25T00:00:00","1909-03-15T00:00:00"
2195,"Henri","Grandjean","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1866-12-03T00:00:00","1869-12-05T00:00:00","1866-12-03T00:00:00","1866-12-03T00:00:00","1869-12-05T00:00:00","1803-12-14T00:00:00","1879-03-21T00:00:00"
2196,"Jules","Grandjean","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1869-07-05T00:00:00","1871-07-01T00:00:00","1869-07-05T00:00:00","1869-07-05T00:00:00","1871-07-01T00:00:00","1828-06-17T00:00:00","1889-03-29T00:00:00"
2197,"Jules","Grandjean","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1951-12-03T00:00:00","1967-12-03T00:00:00","1951-12-03T00:00:00","1951-12-03T00:00:00","1967-12-03T00:00:00","1901-07-11T00:00:00","1975-06-05T00:00:00"
2198,"Louis","Grandpierre","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1860-12-03T00:00:00","1866-12-02T00:00:00","1860-12-03T00:00:00","1860-12-03T00:00:00","1866-12-02T00:00:00","1806-06-08T00:00:00","1876-11-08T00:00:00"
2199,"Josias","Grass","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1963-12-02T00:00:00","1975-11-30T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1975-11-30T00:00:00","1915-05-05T00:00:00","1982-03-29T00:00:00"
2200,"Jean-Baptist","Graven","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1873-07-07T00:00:00","1876-05-01T00:00:00","1873-07-07T00:00:00","1873-07-07T00:00:00","1876-05-01T00:00:00","1839-02-20T00:00:00","1907-02-19T00:00:00"
2201,"Alois","Grendelmeier","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1949-09-19T00:00:00","1963-12-01T00:00:00","1949-09-19T00:00:00","1949-09-19T00:00:00","1963-12-01T00:00:00","1903-09-19T00:00:00","1983-01-19T00:00:00"
2202,"Jean","Gressot","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1956-09-24T00:00:00","1959-12-06T00:00:00","1956-09-24T00:00:00","1956-09-24T00:00:00","1959-12-06T00:00:00","1896-11-20T00:00:00","1965-07-09T00:00:00"
2203,"Hermann","Greulich","m","Groupe socialiste","Parti socialiste suisse","PSS","1908-12-07T00:00:00","1925-11-08T00:00:00","1908-12-07T00:00:00","1908-12-07T00:00:00","1925-11-08T00:00:00","1842-04-09T00:00:00","1925-11-08T00:00:00"
2204,"Ernst Aug.","Grieb","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1890-12-01T00:00:00","1893-12-03T00:00:00","1890-12-01T00:00:00","1890-12-01T00:00:00","1893-12-03T00:00:00","1845-10-16T00:00:00","1928-10-01T00:00:00"
2205,"Albert","Grieder","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1912-12-02T00:00:00","1919-11-01T00:00:00","1912-12-02T00:00:00","1912-12-02T00:00:00","1919-11-01T00:00:00","1863-01-03T00:00:00","1938-01-13T00:00:00"
2206,"Robert","Grieshaber","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1898-06-07T00:00:00","1919-11-01T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1919-11-01T00:00:00","1846-04-23T00:00:00","1928-10-25T00:00:00"
2207,"Jos.-Hyacinthe","Grillet","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1848-11-06T00:00:00","1850-06-01T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1850-06-01T00:00:00","1808-01-01T00:00:00","1867-07-25T00:00:00"
2208,"Robert","Grimm","m","Groupe socialiste","Parti socialiste suisse","PSS","1946-12-03T00:00:00","1955-12-04T00:00:00","1920-02-02T00:00:00","1920-02-02T00:00:00","1955-12-04T00:00:00","1881-04-16T00:00:00","1958-03-08T00:00:00"
2209,"Daniel-Salomon","Grivaz","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1848-11-06T00:00:00","1851-11-30T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1851-11-30T00:00:00","1806-01-10T00:00:00","1881-02-04T00:00:00"
2210,"Ernst","Grob","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1959-12-07T00:00:00","1971-11-28T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1971-11-28T00:00:00","1910-04-24T00:00:00","1984-11-29T00:00:00"
2211,"J.-F.-Henri","Grobet","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1924-09-29T00:00:00","1928-12-02T00:00:00","1924-09-29T00:00:00","1924-09-29T00:00:00","1928-12-02T00:00:00","1864-10-24T00:00:00","1930-07-23T00:00:00"
2212,"L. Arnold","Grosjean","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1878-12-02T00:00:00","1893-12-03T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1893-12-03T00:00:00","1834-06-09T00:00:00","1898-03-21T00:00:00"
2213,"Achille-Tell","Grospierre","m","Groupe socialiste","Parti socialiste suisse","PSS","1917-12-03T00:00:00","1935-12-10T00:00:00","1917-12-03T00:00:00","1917-12-03T00:00:00","1935-12-10T00:00:00","1872-05-25T00:00:00","1935-12-10T00:00:00"
2214,"Emile","Gross","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1926-09-27T00:00:00","1931-12-06T00:00:00","1926-09-27T00:00:00","1926-09-27T00:00:00","1931-12-06T00:00:00","1872-05-16T00:00:00","1964-01-03T00:00:00"
2215,"Louis","Gross","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1872-12-02T00:00:00","1875-12-05T00:00:00","1872-12-02T00:00:00","1872-12-02T00:00:00","1875-12-05T00:00:00","1834-04-11T00:00:00","1878-07-20T00:00:00"
2216,"Adolf","Grubenmann","m","Gauche","Libéral","Lib*","1884-12-01T00:00:00","1890-11-30T00:00:00","1884-12-01T00:00:00","1884-12-01T00:00:00","1890-11-30T00:00:00","1840-09-23T00:00:00","1929-08-31T00:00:00"
2217,"Emil","Grünenfelder","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1905-12-04T00:00:00","1943-12-05T00:00:00","1905-12-04T00:00:00","1905-12-04T00:00:00","1943-12-05T00:00:00","1873-06-06T00:00:00","1971-05-25T00:00:00"
2218,"Joh. Heinrich","Grunholzer","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1863-12-07T00:00:00","1869-12-05T00:00:00","1863-12-07T00:00:00","1863-12-07T00:00:00","1869-12-05T00:00:00","1819-02-18T00:00:00","1873-07-18T00:00:00"
2219,"Peter","Grünig","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1967-12-04T00:00:00","1977-11-11T00:00:00","1967-12-04T00:00:00","1967-12-04T00:00:00","1977-11-11T00:00:00","1923-04-29T00:00:00","1977-11-11T00:00:00"
2220,"Alfred","Grütter","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1953-06-01T00:00:00","1955-12-04T00:00:00","1953-06-01T00:00:00","1953-06-01T00:00:00","1955-12-04T00:00:00","1907-06-06T00:00:00","1964-12-11T00:00:00"
2221,"Fritz","Grütter","m","Groupe socialiste","Parti socialiste suisse","PSS","1947-12-01T00:00:00","1971-11-28T00:00:00","1947-12-01T00:00:00","1947-12-01T00:00:00","1971-11-28T00:00:00","1901-09-02T00:00:00","1984-05-29T00:00:00"
2222,"Hugo","Gschwind","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1939-12-04T00:00:00","1943-12-05T00:00:00","1939-12-04T00:00:00","1939-12-04T00:00:00","1943-12-05T00:00:00","1900-09-10T00:00:00","1975-02-07T00:00:00"
2223,"Stephan","Gschwind","m","Groupe de politique sociale","Grutléens et socialistes","Grut&PS*","1899-12-04T00:00:00","1904-04-28T00:00:00","1899-12-04T00:00:00","1899-12-04T00:00:00","1904-04-28T00:00:00","1854-04-22T00:00:00","1904-04-28T00:00:00"
2224,"Arnold","Gugelmann","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1902-12-01T00:00:00","1917-12-02T00:00:00","1902-12-01T00:00:00","1902-12-01T00:00:00","1917-12-02T00:00:00","1852-01-09T00:00:00","1921-08-30T00:00:00"
2225,"Joh. Friedrich","Gugelmann","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1879-06-02T00:00:00","1890-11-30T00:00:00","1879-06-02T00:00:00","1879-06-02T00:00:00","1890-11-30T00:00:00","1829-05-08T00:00:00","1898-11-11T00:00:00"
2226,"Ernst","Gugerli","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1963-12-02T00:00:00","1975-11-30T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1975-11-30T00:00:00","1911-06-28T00:00:00","1993-04-22T00:00:00"
2227,"Giulio","Guglielmetti","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1951-12-03T00:00:00","1959-12-06T00:00:00","1951-12-03T00:00:00","1951-12-03T00:00:00","1959-12-06T00:00:00","1901-11-14T00:00:00","1987-12-23T00:00:00"
2228,"André","Guinand","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1962-12-03T00:00:00","1963-12-01T00:00:00","1943-12-06T00:00:00","1943-12-06T00:00:00","1963-12-01T00:00:00","1901-04-09T00:00:00","1991-01-24T00:00:00"
2229,"Louis","Guisan","m","Groupe libéral","Parti libéral démocrate","PLD","1963-12-02T00:00:00","1975-11-30T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1975-11-30T00:00:00","1911-06-12T00:00:00","1998-07-13T00:00:00"
2230,"Josef","Guldin","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1857-12-07T00:00:00","1860-10-01T00:00:00","1857-12-07T00:00:00","1857-12-07T00:00:00","1860-10-01T00:00:00","1811-04-11T00:00:00","1898-01-22T00:00:00"
2231,"Leo","Guntern","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1959-12-07T00:00:00","1967-12-03T00:00:00","1959-12-07T00:00:00","1959-12-07T00:00:00","1967-12-03T00:00:00","1894-08-11T00:00:00","1981-11-27T00:00:00"
2232,"Eduard","Guntli","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1928-12-03T00:00:00","1933-12-08T00:00:00","1928-12-03T00:00:00","1928-12-03T00:00:00","1933-12-08T00:00:00","1872-07-23T00:00:00","1933-12-08T00:00:00"
2233,"Sevorino","Guscetti","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1849-03-01T00:00:00","1851-10-01T00:00:00","1849-03-01T00:00:00","1849-03-01T00:00:00","1851-10-01T00:00:00","1816-06-24T00:00:00","1871-04-20T00:00:00"
2234,"Theodor","Gut","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1935-12-02T00:00:00","1946-06-01T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1946-06-01T00:00:00","1890-02-11T00:00:00","1953-08-29T00:00:00"
2235,"Theodor","Gut","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1967-06-05T00:00:00","1979-11-25T00:00:00","1967-06-05T00:00:00","1967-06-05T00:00:00","1979-11-25T00:00:00","1917-05-18T00:00:00","1999-02-27T00:00:00"
2236,"Jakob","Gutknecht","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1922-12-04T00:00:00","1926-06-26T00:00:00","1922-12-04T00:00:00","1922-12-04T00:00:00","1926-06-26T00:00:00","1866-06-12T00:00:00","1926-06-26T00:00:00"
2237,"Samuel","Gutknecht","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1935-12-02T00:00:00","1947-11-30T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1947-11-30T00:00:00","1889-02-09T00:00:00","1956-06-08T00:00:00"
2238,"Stephan","Gutzwiller","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1851-12-01T00:00:00","1872-12-01T00:00:00","1851-12-01T00:00:00","1851-12-01T00:00:00","1872-12-01T00:00:00","1802-11-11T00:00:00","1875-08-25T00:00:00"
2239,"Julius","Guyer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1910-10-24T00:00:00","1917-12-02T00:00:00","1910-10-24T00:00:00","1910-10-24T00:00:00","1917-12-02T00:00:00","1855-01-19T00:00:00","1940-01-19T00:00:00"
2240,"Anton","Gwerder","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1947-03-10T00:00:00","1949-12-31T00:00:00","1947-03-10T00:00:00","1947-03-10T00:00:00","1949-12-31T00:00:00","1894-05-15T00:00:00","1949-12-31T00:00:00"
2241,"Zacharias","Gysel","m","Gauche","Libéral","Lib*","1855-07-02T00:00:00","1857-07-01T00:00:00","1855-07-02T00:00:00","1855-07-02T00:00:00","1857-07-01T00:00:00","1818-01-25T00:00:00","1878-12-15T00:00:00"
2242,"August","Gysin","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1855-07-02T00:00:00","1856-06-01T00:00:00","1855-07-02T00:00:00","1855-07-02T00:00:00","1856-06-01T00:00:00","1816-06-30T00:00:00","1876-06-13T00:00:00"
2243,"Paul","Gysler","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1944-12-05T00:00:00","1959-12-06T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1959-12-06T00:00:00","1893-12-06T00:00:00","1966-11-24T00:00:00"
2244,"Robert","Haab","m",,"PLR.Les Libéraux-Radicaux","PLR","1929-01-01T00:00:00","1929-12-31T00:00:00","1917-12-13T00:00:00","1929-01-01T00:00:00","1929-12-31T00:00:00","1865-08-08T00:00:00","1939-10-15T00:00:00"
2245,"Fr. Heinrich","Häberlin","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1890-06-03T00:00:00","1897-10-16T00:00:00","1873-07-07T00:00:00","1873-07-07T00:00:00","1897-10-16T00:00:00","1834-12-16T00:00:00","1897-10-16T00:00:00"
2246,"Heinrich","Häberlin","m",,"PLR.Les Libéraux-Radicaux","PLR","1931-01-01T00:00:00","1931-12-31T00:00:00","1920-02-12T00:00:00","1931-01-01T00:00:00","1931-12-31T00:00:00","1868-09-06T00:00:00","1947-02-26T00:00:00"
2247,"Hermann","Häberlin","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1930-02-24T00:00:00","1935-12-01T00:00:00","1930-02-24T00:00:00","1930-02-24T00:00:00","1935-12-01T00:00:00","1862-11-03T00:00:00","1938-09-19T00:00:00"
