,PersonNumber,FirstName,LastName,GenderAsString,ParlGroupName,PartyName,PartyAbbreviation,DateJoining,DateLeaving,DateElection,DateOath,DateResignation,DateOfBirth,DateOfDeath
3603,4307,Valentine,Python,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1975-06-18T00:00:00,
3604,4308,Isabelle,Pasquier-Eichenberger,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1973-03-17T00:00:00,
3605,4309,Matthias,Michel,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-03T00:00:00,,2019-11-17T00:00:00,2019-12-03T00:00:00,,1963-03-20T00:00:00,
3606,4310,Lars,Guggisberg,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1977-07-19T00:00:00,
3607,4311,Piero,Marchesi,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1981-09-19T00:00:00,
3608,4312,Bruno,Storni,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1954-08-17T00:00:00,
3609,4313,Maja,Riniker,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1978-05-23T00:00:00,
3610,4314,Stefanie,Heimgartner,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1987-04-25T00:00:00,
3611,4315,Florence,Brenzikofer,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-09T00:00:00,,2019-10-20T00:00:00,2019-12-09T00:00:00,,1975-04-15T00:00:00,
3612,4316,Othmar,Reichmuth,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-04T00:00:00,,2019-11-24T00:00:00,2019-12-04T00:00:00,,1964-01-24T00:00:00,
3613,4317,Alois,Huber,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2020-03-02T00:00:00,,2019-10-20T00:00:00,2020-03-02T00:00:00,,1962-11-21T00:00:00,
3614,4318,Sarah,Wyss,f,Groupe socialiste,Parti socialiste suisse,PSS,2020-12-18T00:00:00,,2019-10-20T00:00:00,2020-12-18T00:00:00,,1988-08-03T00:00:00,
3615,4319,Michael,Graber,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2021-05-04T00:00:00,,2015-10-18T00:00:00,2021-05-04T00:00:00,,1981-06-03T00:00:00,
3616,4320,Emmanuel,Amoos,m,Groupe socialiste,Parti socialiste suisse,PSS,2021-06-01T00:00:00,,2011-10-23T00:00:00,2021-06-01T00:00:00,,1980-07-31T00:00:00,
3617,4323,Céline,Weber,f,Groupe vert'libéral,Parti vert'libéral,pvl,2021-11-29T00:00:00,,2019-10-20T00:00:00,2021-11-29T00:00:00,,1974-08-22T00:00:00,
3618,4324,Patricia,von Falkenstein,f,Groupe libéral-radical,Parti libéral démocrate,PLD,2021-11-29T00:00:00,,2019-10-20T00:00:00,2021-11-29T00:00:00,,1961-04-11T00:00:00,
3619,4325,Isabelle,Chassot,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2021-11-29T00:00:00,,2019-11-10T00:00:00,2021-11-29T00:00:00,,1965-03-28T00:00:00,
3620,4326,Benjamin,Fischer,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2022-02-28T00:00:00,,2019-10-20T00:00:00,2022-02-28T00:00:00,,1991-08-16T00:00:00,
3621,4327,Raphaël,Mahaim,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2022-02-28T00:00:00,,2019-10-20T00:00:00,2022-02-28T00:00:00,,1983-12-31T00:00:00,
3622,4328,Natalie,Imboden,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2022-05-10T00:00:00,,2019-10-20T00:00:00,2022-05-10T00:00:00,,1970-09-04T00:00:00,
3623,4329,Daniel,Ruch,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2022-06-13T00:00:00,,2019-10-20T00:00:00,2022-06-13T00:00:00,,1963-03-20T00:00:00,
3624,4330,Alexandre,Berthoud,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2022-06-13T00:00:00,,2019-10-20T00:00:00,2022-06-13T00:00:00,,1977-06-29T00:00:00,
3625,4331,Marc,Jost,m,Le Groupe du Centre. Le Centre. PEV.,Parti évangélique suisse,PEV,2022-11-28T00:00:00,,2019-10-20T00:00:00,2022-11-28T00:00:00,,1974-02-06T00:00:00,
3626,4332,Mathilde,Crevoisier Crelier,f,Groupe socialiste,Parti socialiste suisse,PSS,2022-12-15T00:00:00,,2019-10-20T00:00:00,2022-12-15T00:00:00,,1980-01-05T00:00:00,
3627,4333,Andreas,Meier,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2023-02-27T00:00:00,,2019-10-20T00:00:00,2023-02-27T00:00:00,,1962-02-11T00:00:00,
